Protein IDs,Alpha A30P_day_1_1, Alpha A30P_day_1_2, Alpha A30P_day_10_1, Alpha A30P_day_10_2, Alpha A53T_day_1_1, Alpha A53T_day_1_2, Alpha A53T_day_10_1, Alpha A53T_day_10_2, Alpha A53T_day_30_1, Alpha A53T_day_30_2, Alpha _day_1_1, Alpha _day_1_2, Alpha _day_10_1, Alpha _day_10_2, Alpha _day_30_1, Alpha _day_30_2
Q94887,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q95NU8,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q95RA8,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q95RB1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q95RC0;Q95RC0-2;Q95RC0-3,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q95RF6,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.2839661,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q95RG8,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q95RI2;Q9VU07,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.385751892,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q95RN0-2;Q95RN0,0.140647793,-1.183605091,#VALUE!,#VALUE!,-1.50034032,#VALUE!,-1.053194294,-1.145350001,#VALUE!,#VALUE!,-1.001125741,-1.20826093,-0.62071175,-1.393425116,#VALUE!,-1.479633072
Q95RQ8,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q95RS6,-1.572308019,#VALUE!,-1.437173899,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.393766255,-1.480317204,-1.521390532,-1.219841108,-1.710991854,#VALUE!
Q9VUQ1;Q95RY2;Q8MQK5,-1.57531435,-1.087978697,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.402588012,-1.070087836,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q95SH0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q95SH7,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.102914503,#VALUE!,#VALUE!,#VALUE!
Q95SK3,0.598174612,0.22650853,0.702125576,0.758985343,0.226261894,0.136453909,0.180402507,0.671021568,#VALUE!,#VALUE!,-0.069270231,0.146915848,0.809908292,1.066674763,0.802730896,0.690014739
Q95SR0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q95SS8,0.366923649,0.375845725,0.855272157,0.792355631,#VALUE!,-0.013217744,0.913952109,0.890485605,#VALUE!,#VALUE!,#VALUE!,0.007051943,1.213005039,1.077858235,#VALUE!,1.873616364
Q95T12-3;Q95T12-2;Q95T12,#VALUE!,#VALUE!,#VALUE!,0.236829335,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q95T19,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q95T98,#VALUE!,#VALUE!,-1.100205652,1.061637969,-1.176381059,#VALUE!,#VALUE!,-0.850402441,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.32131508,#VALUE!,#VALUE!
Q95TN1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q95TP0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VKD8;Q95TU2,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.134983894,0.265436896,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q95U01,#VALUE!,#VALUE!,-2.120356961,#VALUE!,0.375400929,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.078776966,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q95U06,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q95U15,2.267356012,0.988848259,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q95U30,#VALUE!,#VALUE!,-0.868963732,#VALUE!,#VALUE!,#VALUE!,-1.001992294,-2.054991672,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.442120759,#VALUE!,-1.817460242,-1.797362874
Q95U32,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q95U54,-2.167409693,-2.010134377,#VALUE!,#VALUE!,-1.73048803,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.242815884,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q960R0;Q9W1B5,#VALUE!,-1.586969242,-2.080453969,#VALUE!,-1.469889294,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.652050466,#VALUE!,#VALUE!
Q960T2-5;Q960T2,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q960T6,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q961B9,-1.590353814,#VALUE!,0.192951618,#VALUE!,-1.302475249,#VALUE!,#VALUE!,0.252657864,#VALUE!,#VALUE!,-0.818248621,-0.694251225,#VALUE!,-0.194179272,#VALUE!,#VALUE!
Q9I7J4;Q961C8,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q961D1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q961D9,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q961G1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q961Q7,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q961T9,#VALUE!,#VALUE!,0.160533009,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.1264443,0.135928816,#VALUE!,#VALUE!
Q961X4;Q9VU76,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-2.304219935,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.297679346,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q962I2,#VALUE!,#VALUE!,#VALUE!,-1.056971377,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.484630679,#VALUE!,#VALUE!
Q966T5,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q99323-2;Q99323-4;Q99323-1;Q99323,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.108549704,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-2.043764881,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9GQN0,#VALUE!,-3.930402311,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9GYU8,#VALUE!,#VALUE!,#VALUE!,-0.379882835,#VALUE!,0.257372756,0.123931008,-0.163833476,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9I7J1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.047949781,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9I7K0-2,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9I7K0-6;Q9I7K0-5,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9I7K3,-1.054901749,-1.133084111,-0.682719089,-0.319567614,-0.594530372,-1.445087039,-1.115222364,-0.682765405,-0.55866526,#VALUE!,-0.858828828,-1.22108497,#VALUE!,-0.455435483,#VALUE!,-0.864622739
Q9I7K6,-1.016132633,0.275007047,#VALUE!,-0.395568048,-0.724539946,-0.877367035,#VALUE!,-0.634934614,-0.65133699,#VALUE!,-1.01196615,-1.312867627,#VALUE!,-0.164690313,#VALUE!,-0.484973892
Q9I7N2;Q9I7N3,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9I7Q9,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9I7T7-2;Q9I7T7;Q9I7T7-3,-2.520603859,#VALUE!,#VALUE!,#VALUE!,-2.199520419,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.907494851,-1.922100758,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9I7W2,#VALUE!,-1.735571663,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9NBD7,#VALUE!,-1.82194193,#VALUE!,#VALUE!,-1.603533587,#VALUE!,-0.868041823,-1.289686164,#VALUE!,#VALUE!,#VALUE!,-1.637109357,#VALUE!,#VALUE!,-0.993982103,-0.964573155
Q9NBK5-3;Q9NBK5-2;Q9NBK5-4;Q9NBK5,-1.04513369,-1.172896404,-0.965389852,-0.762264979,-1.435963338,#VALUE!,#VALUE!,-1.031002433,#VALUE!,#VALUE!,-1.004247771,#VALUE!,-1.432805047,#VALUE!,0.008917095,0.171847314
Q9NCC3,-1.274634015,-1.312401761,#VALUE!,-1.075611224,-1.472689402,#VALUE!,-0.754796435,-1.044806248,#VALUE!,#VALUE!,-0.658856782,-0.894107411,#VALUE!,-0.817612798,#VALUE!,-0.779323345
Q9NDM2,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9NG60,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9NHA8,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9NHD5,-0.512822392,-0.474291907,0.345282818,#VALUE!,-1.265552663,#VALUE!,#VALUE!,#VALUE!,0.740107246,#VALUE!,-0.803695123,-0.735355484,-0.218665468,0.594070757,#VALUE!,0.326537348
Q9NII1-6;Q9NII1-3;Q9NII1-2;Q9NII1-5;Q9NII1-7;Q9NII1-4;Q9NII1;Q2PE36,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9TVQ5,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9U1K7,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.413768486,-1.165207895,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.571870936,#VALUE!,#VALUE!,#VALUE!
Q9U4F3,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.159500022,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9U4F8,-0.76410142,1.338795203,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-2.027086823,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9U6L4,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9U6L5,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9U6M0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.079292767,-0.794432322,#VALUE!,-0.771470647,0.562962829,#VALUE!,0.722466024,#VALUE!,-0.178453041
Q9U6P7,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.624977255,#VALUE!,#VALUE!,#VALUE!
Q9U6Y9-2;Q9U6Y9,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9U9P7,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9V359,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.357307669,#VALUE!
Q9V393,-0.287589108,-0.015184648,-0.361471988,#VALUE!,0.025595836,-0.479371577,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.180397209,-0.669694022,-0.332789088
Q9V3A4,0.142478791,-0.396365347,#VALUE!,0.2429378,-0.246429692,#VALUE!,#VALUE!,0.662570116,#VALUE!,#VALUE!,-0.136093258,#VALUE!,#VALUE!,#VALUE!,0.430392334,0.285224645
Q9V3A6,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9V3B6,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.09767168,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9V3C5,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9V3D0,-1.334789169,-1.77724489,#VALUE!,-0.424978174,-1.343732465,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.720944784,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9V3D2,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.968012037,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.706723697,-0.774848488,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9V3D9,-2.492809199,-1.171400912,-2.308001389,-1.535206287,-1.759307108,-1.631064068,-1.284827059,#VALUE!,#VALUE!,#VALUE!,-1.665752105,-1.994470661,-1.522965164,-1.46789254,#VALUE!,-1.45505967
Q9V3E9,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9V3G3,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9V3H8,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9V3H9,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.171644636,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9V3I6,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9V3J8,-1.060006195,-1.033303759,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.870229022,1.508935662,-0.616856999,-0.743230857,#VALUE!,-0.279861652
Q9V3K7,-2.946860853,-2.19093135,#VALUE!,#VALUE!,-2.505860922,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.182884333,-2.156112607,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9V3L6,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9V3N6,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.394372923,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.369967366,-0.505246478,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9V3N8,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9V3Q4,-1.681862512,-1.633165851,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9V3Q9,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9V3R1,#VALUE!,#VALUE!,-2.9175699,-2.67033675,#VALUE!,#VALUE!,-1.926371682,-1.915391425,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-2.099556284,-1.57595938,#VALUE!,#VALUE!
Q9V3R8,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9V3T8,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9V3T9,-0.725613087,-0.777170714,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.08136952,-0.958308436,#VALUE!,-1.17351456,#VALUE!,-1.11703617,-1.137870015,#VALUE!,#VALUE!
Q9V3U0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.019960072,-1.951763814,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.755314904,1.222557291,-2.117286529,0.336054824
Q9V3V0,#VALUE!,-0.04071948,1.259242352,#VALUE!,0.109694865,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.356106878,1.149974682,#VALUE!,#VALUE!,#VALUE!
Q9V3Y5,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.144616202,#VALUE!,-0.593746346,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9V3Z6,-2.014557862,-2.229450008,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.955004446,-1.960440443,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9V406,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9V411,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9V414,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9V449,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9V463;Q9VKL5,-1.821992939,-3.592954041,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9V466,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.612350713,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9V475;Q8IP45,-2.500462771,-1.259840931,-1.339892834,#VALUE!,-1.909309136,-1.923741925,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.746639971,-0.485680764,-1.277429056,-1.221892374,#VALUE!,#VALUE!
Q9V498,-0.570250149,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9V4B6,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9V4B8,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9V4C0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9V4C8;Q9V4C8-2,-1.063710705,-0.369054085,-0.581691294,-0.218430455,-1.32369648,-1.016103455,-0.783986004,-0.984445341,-0.675304586,#VALUE!,-1.191755004,-1.11303632,#VALUE!,#VALUE!,#VALUE!,-0.88134791
